first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,newcust_age
Manny,missing,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375,40.91991786447639
Becky,missing,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375,44.63791923340178
Tessa,missing,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375,46.5845311430527
Herbert,missing,Male,21,1995-10-10,Marketing Manager,not known,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375,22.223134839151268
Cristie,missing,Female,49,2000-04-17,Automation Specialist II,not known,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58,17.702943189596166
Renate,missing,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58,54.06160164271047
Toma,missing,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.5780000000000001,25.809719370294317
Dorie,missing,Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.5780000000000001,55.65503080082136
Ellie,missing,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.5750000000000001,44.38603696098563
Leonora,missing,Female,66,1967-10-05,no known,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.5750000000000001,50.23682409308692
Teodor,missing,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.5750000000000001,55.34565366187543
Jared,missing,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.5750000000000001,54.34907597535934
Andy,missing,Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.5750000000000001,38.97330595482546
Monty,missing,Male,7,1951-09-16,Quality Engineer,not known,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375,66.28884325804243
Briano,missing,Male,66,1994-07-17,Analyst Programmer,not known,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375,23.45516769336071
Ginger,missing,Male,94,1939-02-19,Human Resources Manager,not known,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375,78.86105407255305
Logan,missing,Male,74,1948-01-01,Recruiter,not known,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375,69.99589322381931
Nichols,missing,Male,47,1979-09-29,Recruiter,not known,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57,38.25325119780972
Catha,missing,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695,59.70704996577687
Melosa,missing,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695,16.70362765229295
Maris,missing,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.5631250000000001,44.71184120465435
Wilburt,missing,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.5631250000000001,23.249828884325805
Rosabelle,missing,Female,60,1995-10-19,Executive Secretary,not known,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.5631250000000001,22.198494182067076
Guilbert,missing,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.5631250000000001,35.17043121149897
Meridith,missing,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.5631250000000001,20.815879534565365
Leeland,missing,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.5631250000000001,60.930869267624914
Gerta,missing,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625,58.130047912388775
Karrah,missing,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625,61.14442162902122
Alick,missing,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625,19.37303216974675
Casandra,missing,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561,75.30458590006845
Maurine,missing,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561,37.295003422313485
Darwin,missing,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56,39.00889801505818
Hayes,missing,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56,64.76112251882273
Piper,missing,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56,78.14373716632444
Markus,missing,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578124999999999,58.41478439425051
Sile,missing,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578124999999999,59.75633127994524
Craggy,missing,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578124999999999,38.88569472963724
Egor,missing,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525,37.09240246406571
Reinald,missing,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525,64.3586584531143
Kissie,missing,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525,17.61259411362081
Quentin,missing,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55,27.290896646132786
Karoly,missing,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55,70.73511293634498
Clarine,missing,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55,53.06228610540725
Mycah,missing,Male,11,1961-07-31,Environmental Specialist,not known,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55,56.41615331964408
Clemmie,missing,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55,59.42505133470226
Randall,missing,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544,43.42505133470226
Donica,missing,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875,50.58179329226557
Lotty,missing,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875,56.35318275154004
Marie-jeanne,missing,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875,64.21629021218344
Babara,missing,Female,50,1974-06-08,no known,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875,43.56194387405886
Rodolphe,missing,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875,43.25530458590007
Thorvald,missing,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875,22.195756331279945
Paulina,missing,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54,61.81245722108145
Ricki,missing,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54,69.4072553045859
Lizette,missing,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375,23.720739219712527
Muffin,missing,Male,44,1966-04-07,no known,not known,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375,51.73169062286105
Jeno,missing,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375,76.4435318275154
Brigg,missing,Male,63,1973-10-10,no known,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355,44.2217659137577
Judi,missing,Female,22,1997-03-03,GIS Technical Architect,not known,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125,20.826830937713893
Raleigh,missing,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125,53.158110882956876
Zachariah,missing,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125,79.55920602327173
Lesley,missing,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125,23.756331279945243
Adriena,missing,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525,60.78850102669404
Antoinette,missing,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525,37.42368240930869
Carr,missing,Male,64,1971-10-18,no known,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525,46.20123203285421
Shay,missing,Male,57,1956-10-05,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525,61.23477070499658
Karney,missing,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525,45.49486652977413
Latrena,missing,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625,18.535249828884325
Jesse,missing,Male,31,1984-09-01,Executive Secretary,not known,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625,33.327857631759066
Kelcie,missing,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625,17.76865160848734
Fabio,missing,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52,56.24366872005476
Heall,missing,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52,76.5366187542779
Rickert,missing,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125,58.28336755646817
Hedwig,missing,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51,65.35797399041752
Penrod,missing,Male,5,1968-05-28,no known,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51,49.59069130732375
Pancho,missing,Male,1,1970-12-30,Assistant Professor,not known,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51,47.00068446269678
Andriana,missing,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51,53.61533196440794
Nilson,missing,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015,21.872689938398356
Denny,missing,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5,44.63244353182751
Olia,missing,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5,44.76933607118412
Conway,missing,Male,27,1967-03-02,Help Desk Technician,not known,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5,50.83093771389459
Dru,missing,Female,57,1963-03-04,no known,not known,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5,54.82546201232033
Shaw,missing,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5,17.650924024640656
Brook,missing,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5,60.11772758384668
Aleece,missing,Female,49,1975-09-16,no known,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5,42.288843258042434
Dolorita,missing,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5,26.611909650924023
Harman,missing,Male,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.4993749999999999,57.007529089664615
Hildegarde,missing,Female,16,1961-02-10,Help Desk Operator,not known,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.4993749999999999,56.884325804243666
Launce,missing,Male,86,1939-01-15,no known,not known,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.4993749999999999,78.95687885010267
Ilise,missing,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999,30.12183436002738
Julita,missing,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999,38.625598904859686
Ashlen,missing,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999,33.62628336755647
Keely,missing,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999,29.204654346338124
Poul,missing,Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999,67.54277891854893
Sheilakathryn,missing,Female,45,1958-05-15,Assistant Manager,not known,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49,59.62765229295003
Rubia,missing,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49,27.025325119780973
Francklin,missing,Male,51,1981-04-06,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49,36.733744010951405
Wilone,missing,Female,22,1983-11-06,no known,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875,34.1492128678987
Lezlie,missing,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875,44.58590006844627
Kathe,missing,Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999,58.362765229295
Dulce,missing,Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999,60.492813141683776
Felice,missing,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48,19.89869952087611
Joane,missing,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48,39.78918548939083
Diane,missing,Female,67,1993-08-11,no known,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125,24.386036960985628
Ogdan,missing,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125,66.94866529774127
Kizzee,missing,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125,41.43189596167009
Stephi,missing,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125,30.308008213552363
Martino,missing,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125,42.945927446954144
Morgen,missing,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125,57.3305954825462
Eugenie,missing,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476,54.390143737166326
Reinold,missing,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47,53.35249828884326
Jo,missing,Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47,72.16427104722793
Jacklin,missing,Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675,77.78507871321013
Colas,missing,Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675,71.30732375085557
Claudetta,missing,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675,43.66872005475702
Angele,missing,Female,5,1954-09-06,Chief Design Engineer,not known,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675,63.31553730321698
Cicily,missing,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675,46.680355920602324
Harland,missing,Male,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46,43.592060232717316
Sim,missing,Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46,25.39082819986311
Shanon,missing,Female,63,1941-08-19,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46,76.36413415468857
Chryste,missing,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459,29.35523613963039
Edin,missing,Female,35,1992-03-26,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875,25.763175906913073
Nolly,missing,Male,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875,23.88501026694045
Michele,missing,Male,23,1983-06-26,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875,34.51334702258727
Liane,missing,Female,26,1976-11-25,Operator,not known,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505,41.09514031485284
Philbert,missing,Male,67,1966-03-03,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505,51.827515400410675
Candy,missing,Female,23,1977-12-08,no known,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505,40.06023271731691
Noami,missing,Female,74,1962-09-17,no known,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45,55.285420944558524
Lyndell,missing,Female,14,1994-11-28,Payment Adjustment Coordinator,not known,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45,23.08829568788501
Maximilien,missing,Male,12,1969-04-29,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625,48.67077344284736
Benedikta,missing,Female,59,1995-08-13,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625,22.38193018480493
Rhodie,missing,Female,83,1964-02-01,VP Quality Control,not known,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625,53.91101984941821
Afton,missing,Female,78,1998-10-14,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625,19.211498973305954
Blondell,missing,Female,62,1967-01-03,Programmer III,not known,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442,50.98973305954826
Sonia,missing,Female,0,1975-07-30,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442,42.42026009582478
Benedikt,missing,Male,15,1987-01-15,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442,30.95687885010267
Don,missing,Male,82,1969-01-05,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44,48.982888432580424
Moll,missing,Female,25,1980-12-19,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44,37.02943189596167
Jammie,missing,Female,42,1975-02-25,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44,42.84462696783025
Inglis,missing,Male,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44,23.515400410677618
Clarabelle,missing,Female,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.4356249999999999,54.34907597535934
Tillie,missing,Female,74,1960-08-10,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.4356249999999999,57.38809034907597
Irving,missing,Male,60,1986-01-17,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.4356249999999999,31.95071868583162
Evered,missing,Male,3,1951-04-30,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.4356249999999999,66.6694045174538
Mavra,missing,Female,30,1967-08-23,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.4356249999999999,50.35455167693361
Frieda,missing,Female,43,1999-03-04,no known,not known,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43,18.82546201232033
Ellwood,missing,Male,82,1998-06-03,no known,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43,19.575633127994525
Alex,missing,Female,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425,51.9917864476386
Aundrea,missing,Female,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425,16.930869267624914
Amby,missing,Male,63,1968-06-12,Recruiter,not known,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425,49.549623545516766
Esme,missing,Male,15,1967-05-06,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42,50.652977412731005
Beverly,missing,Female,56,1938-12-10,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42,79.05544147843942
Artemis,missing,Male,77,1977-02-12,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165,40.878850102669404
Daryle,missing,Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165,31.509924709103355
Tyne,missing,Female,71,1992-04-08,Mechanical Systems Engineer,not known,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165,25.727583846680357
Leona,missing,Female,83,1951-08-23,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165,66.35455167693361
Bertrando,missing,Male,45,1956-06-25,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41,61.51403148528405
Augusta,missing,Female,5,1951-09-17,Quality Control Specialist,not known,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41,66.2861054072553
Lauralee,missing,Female,83,1987-09-21,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408,30.275154004106778
Consalve,missing,Male,41,1959-09-18,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4,58.28336755646817
Lolly,missing,Female,44,1997-10-23,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995,20.186173853524984
Vyky,missing,Female,64,1943-03-15,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995,74.79534565366187
